Age,NumOfProducts,CreditScore,RowNumber,EstimatedSalary,Balance,CustomerId,Surname,Exited
55,1,667,3185,137674.96,154393.43,15631070,Gerasimova,1
37,2,668,409,159585.61,152958.29,15701376,K'ung,0
26,2,528,4345,166799.93,102073.67,15585427,Madueke,0
36,1,680,3022,63795.8,116275.12,15574305,T'ang,0
45,1,714,2304,187194.15,124693.48,15635078,Chiemela,0
49,1,747,6272,17298.72,202904.64,15620756,Stokes,1
53,2,706,8281,117939.17,0.0,15745716,McGregor,0
33,2,611,6642,3729.89,0.0,15591942,Zito,0
35,1,738,6956,16081.62,127290.61,15697042,Genovesi,0
41,2,596,2110,141053.85,0.0,15589224,Moore,0
41,1,558,5352,111184.67,124227.14,15679048,Koger,0
32,2,606,9684,36540.63,0.0,15607112,Chiawuotu,0
49,1,849,8344,171056.65,132934.89,15591698,P'eng,1
59,2,537,4550,103799.77,0.0,15587611,Kauffmann,1
36,2,589,1881,136329.96,140355.56,15811314,Y?,0
40,2,716,5946,167636.15,0.0,15722533,Logue,0
39,1,769,1738,47722.79,0.0,15683677,Schiavone,0
56,2,585,7794,55287.84,138227.19,15798885,Burns,0
55,1,742,5213,121207.66,155196.17,15621611,Gibson,1
36,1,607,3209,97879.02,143421.74,15717893,Briggs,0
36,2,733,7083,109127.54,0.0,15667451,Taylor,0
38,1,469,2056,11950.29,113599.42,15705991,Kenenna,0
41,2,601,1689,160607.06,0.0,15804610,Valdez,0
40,3,613,4780,107961.11,147856.82,15711843,Pisani,1
31,1,698,7476,134790.74,156111.24,15599152,Lai,0
45,1,623,7877,196533.72,0.0,15757607,Matveyeva,1
24,1,684,6750,196574.48,79263.9,15653404,Aliyev,0
25,1,522,8556,168683.57,111432.13,15638329,Uspensky,0
53,1,564,8123,41055.71,45472.28,15603749,Galkina,1
41,2,660,6991,108665.89,0.0,15648725,Sinclair,0
35,2,560,8267,3701.63,0.0,15706764,Spencer,0
25,1,620,8540,76197.05,137712.01,15668594,Diggs,0
33,1,623,3393,174777.98,96759.42,15725429,Vincent,0
59,1,743,6326,192127.22,108585.35,15615797,Hyde,1
28,1,692,3529,70179.91,61581.97,15612769,Carr,0
25,1,681,4605,90860.97,0.0,15731760,Butcher,0
29,2,524,7024,32063.3,144287.6,15605791,Li,0
47,1,590,6322,8214.46,117879.32,15689096,Beneventi,0
40,2,606,746,70899.27,0.0,15640059,Smith,0
48,1,540,711,116973.48,148116.48,15722548,Fisher,0
39,3,687,380,188150.6,0.0,15629677,Distefano,1
27,2,600,8783,172031.22,0.0,15809057,Lu,0
30,1,526,3012,36251.0,0.0,15773447,Fomin,0
37,2,747,8859,180551.76,0.0,15668009,Hendley,0
46,1,529,7153,126511.94,0.0,15737998,Cheng,1
39,1,679,8567,172939.3,0.0,15622985,Lin,1
63,2,456,3498,140758.07,165350.61,15588944,Maughan,1
39,2,418,3890,9041.71,0.0,15756150,Alexander,0
37,2,645,4485,68987.55,0.0,15595136,Kryukov,0
33,1,694,4012,77906.87,124067.32,15732307,Lavrentiev,0
49,1,850,2620,25867.67,0.0,15800062,Lanford,1
43,2,758,6671,55313.44,0.0,15667932,Bellucci,0
24,2,487,6513,98570.01,133628.09,15795429,Henderson,0
42,2,538,3468,94047.75,98548.62,15771509,Hirst,0
38,2,809,1314,80061.31,0.0,15576602,Lawrence,0
49,2,561,8606,12513.07,0.0,15748920,Cherkasova,0
28,1,629,2070,119647.7,108601.0,15790379,Rowe,0
43,2,526,2983,31705.19,0.0,15798659,Kennedy,0
27,2,754,5915,87908.01,117578.35,15726058,Cattaneo,0
30,3,694,9171,15039.41,0.0,15616028,T'ao,0
63,1,520,1286,34765.33,162278.32,15658532,Nnamutaezinwa,0
28,2,784,8991,170829.87,109960.06,15729065,Mackay,0
28,2,850,8430,35337.31,101100.22,15681671,Nkemjika,0
43,1,575,1350,83594.51,0.0,15778135,T'ao,0
42,1,566,2612,157486.1,108010.78,15746564,O'Sullivan,0
43,2,789,9495,148412.24,119654.44,15688951,Stoneman,1
44,1,666,3669,68574.88,122314.5,15586133,Pisano,1
35,1,767,2222,115566.57,132253.22,15736069,Hsing,1
45,1,702,428,27474.81,80793.58,15806964,Utz,0
48,1,459,654,19287.06,133994.52,15664610,Campbell,1
44,1,718,9914,139049.24,133866.22,15590177,Chiedozie,0
37,1,662,3536,48233.75,94901.09,15626882,Stobie,0
41,1,649,7737,144808.37,130931.83,15685640,Dancy,0
45,1,514,3246,155407.21,109032.23,15768151,Romano,1
30,1,535,4741,125710.53,103804.97,15618661,Chidubem,0
38,2,750,9069,47764.99,0.0,15692235,Bellucci,0
34,1,696,4100,8236.78,150856.79,15720509,Hs?,0
37,1,635,4101,11407.58,146748.07,15693322,Shaver,0
46,1,617,6960,86587.37,106521.49,15705403,Seleznyova,0
27,2,650,612,1002.39,0.0,15603203,Avdeyeva,0
31,1,577,4289,145250.43,61211.18,15762882,Manna,0
28,1,755,8571,188850.89,124540.28,15711457,Herz,0
32,2,637,9713,197827.06,0.0,15701768,Tung,0
69,1,656,1544,36108.5,163975.09,15747677,Gordon,0
41,1,850,9536,175347.28,132838.07,15581551,Yobachukwu,0
43,2,654,3854,82081.35,84673.17,15631392,Douglas,0
33,1,574,555,193131.42,129834.67,15711309,Sumrall,0
48,2,743,6366,186489.14,118207.69,15576196,Benson,1
38,2,632,512,98090.91,86569.76,15761043,Macleod,0
60,1,515,3207,18424.24,113715.36,15596761,Hawdon,1
28,1,608,8085,49133.45,96679.71,15736146,Afamefula,0
34,2,637,968,26057.08,0.0,15720893,Gilbert,0
31,2,629,6044,93881.75,0.0,15760851,Gratton,0
25,1,665,6880,112256.57,90920.75,15772618,Tyler,0
48,1,469,6776,160529.71,0.0,15751455,Boyle,1
19,1,754,3296,189641.11,0.0,15654296,Estrada,0
37,1,673,8702,13624.02,0.0,15667093,Onio,0
43,1,731,3430,548.52,79120.27,15674678,Bradley,1
42,1,668,8871,32900.41,187534.79,15789560,Clark,1
26,1,677,6963,119368.99,102395.79,15683892,Fraser,0
41,2,595,2089,81548.38,150463.11,15615020,Nnaife,0
35,2,498,8500,188343.05,121968.11,15784918,Brown,0
34,1,748,6163,137001.1,84009.47,15627385,Uwaezuoke,0
53,1,606,3211,75860.01,109330.06,15733964,Russo,0
30,1,739,9201,122604.44,0.0,15567923,Barese,0
33,2,771,6606,8673.43,0.0,15645029,Knowles,0
31,2,595,1110,189995.86,0.0,15616330,Liao,0
41,2,701,5729,146257.77,0.0,15680197,Thynne,0
36,2,572,7830,50400.32,68348.18,15625445,Parkin,0
30,1,523,1039,138176.78,83181.29,15581479,Archer,0
24,2,764,1195,186105.99,0.0,15573769,Fiorentini,0
36,1,767,4475,65147.27,0.0,15719827,O'Donnell,0
44,2,720,9875,163471.01,0.0,15671358,Fletcher,0
32,1,765,2123,47247.56,178095.55,15732740,Plant,0
30,2,615,4983,156346.84,0.0,15569120,Lucas,0
33,1,582,8974,22113.93,122394.0,15739271,Lei,0
41,4,447,5701,197490.39,0.0,15812888,Perreault,1
37,3,592,935,10656.89,0.0,15790299,Williamson,0
32,1,833,6102,44323.22,0.0,15588695,Su,1
45,1,771,4690,170984.97,139825.56,15737832,Robertson,1
24,1,594,395,71405.17,97378.54,15620505,Celis,0
42,1,537,4686,127154.8,190569.23,15646490,Duffy,0
44,2,567,8777,87677.15,0.0,15695383,Griffin,0
46,1,663,9166,58257.23,141726.88,15669946,Jen,0
31,2,558,5981,166720.28,0.0,15781710,Carey,0
25,1,739,9943,129181.27,113113.12,15683007,Torode,0
47,1,525,2192,82522.61,118560.0,15583548,Harrison,1
34,2,498,1298,91711.66,0.0,15793247,Hancock,0
30,2,562,5045,140650.19,111099.79,15789498,Miller,0
30,1,615,1163,87347.82,0.0,15752731,Millar,0
27,2,590,4255,1676.92,123599.49,15592078,Davide,0
47,2,635,6373,63236.97,125724.95,15791111,Fink,0
35,1,661,1528,86678.48,124098.54,15668058,Chinwendu,0
30,1,554,4343,179689.05,135370.12,15772412,Corser,1
28,2,624,2031,104353.26,0.0,15746190,Payton,0
43,2,569,3061,77703.19,0.0,15599533,Tsao,0
66,1,511,59,1643.11,0.0,15623944,T'ien,1
35,1,685,2406,167033.83,0.0,15759021,Kay,0
37,2,755,5007,117396.25,113865.23,15750014,Chikere,0
29,2,549,6158,146090.38,0.0,15612444,Manfrin,0
77,2,639,7376,55829.25,80926.02,15638871,Ch'ang,0
66,1,597,4507,70532.53,0.0,15635177,Williamson,0
57,2,740,5215,65121.63,113386.36,15709474,Macnamara,1
44,1,659,6030,169862.01,23503.31,15669011,Bocharova,1
33,2,802,1781,143706.18,0.0,15601008,Stevenson,0
50,1,726,5448,5078.9,94504.35,15795124,Pan,0
55,4,797,4607,49418.87,0.0,15784958,Allan,1
40,1,702,6915,135334.24,145536.9,15808849,T'ien,0
38,2,593,677,67020.03,88736.44,15607040,P'an,0
35,1,686,3583,8816.37,0.0,15588461,Cremonesi,0
46,1,688,3654,6866.31,74458.25,15744240,Shen,0
34,1,714,7921,98896.06,141173.03,15684296,Artyomova,0
25,2,522,9500,103269.0,94049.92,15700813,Igwebuike,0
48,1,623,2733,118855.26,108076.33,15592816,Udokamma,1
42,1,529,4788,82276.62,157498.9,15752885,Nnonso,0
42,1,682,2755,160828.98,0.0,15579647,Oluchukwu,0
35,2,701,2338,170996.86,0.0,15660688,King,0
45,1,679,3644,48466.89,146758.24,15698791,Udinesi,0
30,1,777,7738,5008.23,137851.31,15566563,Duigan,1
37,1,592,5517,3232.82,96651.03,15569878,Dale,0
32,2,521,5247,129353.21,136555.01,15801863,Marino,0
38,2,545,867,24302.95,88293.13,15808017,Cary,0
50,1,666,4448,140136.1,109062.28,15716381,Greece,1
35,2,676,5072,84199.78,106836.67,15773277,Barnes,0
31,2,579,4882,26149.25,0.0,15614778,Robertson,0
26,2,617,9511,168834.38,165947.99,15735849,Kanayochukwu,0
32,2,786,3003,59559.81,104336.43,15672091,Ulyanov,0
38,2,701,2226,52044.66,125385.49,15774098,Grant,0
46,2,765,9057,166896.01,119492.88,15793311,Smith,1
24,1,794,4827,88992.05,146126.75,15713346,Panina,0
39,2,661,7622,181461.46,0.0,15604963,Fraser,0
57,2,698,9690,105715.01,111359.55,15728005,Urban,0
47,1,681,5501,2168.13,97023.21,15641877,Ross,0
36,2,563,9701,63531.19,143680.47,15797149,Lloyd,0
66,2,639,8479,42240.54,0.0,15643048,Mueller,0
40,1,614,5503,77789.01,113348.5,15815690,Akabueze,0
51,3,711,1211,38409.79,0.0,15658969,Gray,1
40,2,427,9084,82870.75,0.0,15711396,Henderson,0
30,1,619,2289,160948.87,70729.17,15579166,Munro,0
38,2,713,2184,26136.89,72286.84,15730735,Henning,0
33,1,645,2863,149913.84,149564.61,15752375,Ojiofor,0
41,1,605,6862,143203.78,103154.66,15665524,Savage,0
45,1,709,2363,11.58,122917.71,15791053,Lucciano,1
49,1,526,8464,114539.67,0.0,15661162,Akabueze,1
35,1,619,6333,20555.21,90413.12,15793046,Holden,0
39,3,626,4065,51467.92,132287.92,15689886,Holden,1
29,2,524,9547,105448.74,0.0,15777033,Chizoba,0
62,1,612,618,193437.89,140745.33,15766575,Larionova,1
32,2,775,3282,161069.73,108698.96,15707634,Anenechukwu,0
39,1,481,5227,123995.15,111233.09,15783349,Montague,0
33,2,820,3398,23067.97,132150.26,15691624,Chidiebere,0
42,1,503,3066,147557.71,104430.08,15614827,Sun,0
82,2,700,767,182055.36,0.0,15810864,Williamson,0
67,2,763,7079,106282.74,149436.73,15682576,Onyenachiya,0
40,1,652,5280,124550.88,100471.34,15731330,Tsui,0
39,1,623,4150,78774.36,160903.2,15621435,Davies,0
43,1,765,1145,173878.87,148962.76,15694821,Hardy,1
26,2,573,4249,90177.3,86270.93,15703292,Chimezie,0
40,2,558,4111,173844.89,0.0,15801630,Yen,0
25,2,509,463,106920.57,108738.71,15670039,Sun,0
54,1,688,2933,191212.63,0.0,15724858,Begum,1
24,1,709,4624,168515.61,110949.41,15699195,Shen,0
73,1,703,3814,159677.46,137761.55,15665402,Panicucci,0
52,2,565,6309,175070.94,97720.35,15766427,Shaw,1
35,2,647,4342,147930.46,166518.63,15665376,Lavrentiev,0
33,2,640,5301,113048.79,84719.13,15613734,Fallaci,0
30,2,692,6805,18826.34,0.0,15787884,Martin,0
39,1,584,3283,127749.61,112687.69,15806901,Henderson,0
51,2,665,2575,1112.76,110610.41,15688691,Lei,1
38,2,809,7962,174800.31,154763.21,15778884,Jamieson,0
44,1,657,7880,79071.89,76495.04,15665385,Gibney,0
31,2,630,829,131167.98,112373.49,15596914,Shaw,0
40,2,710,6487,162878.96,0.0,15592761,Tung,0
45,1,537,7600,120892.96,158621.04,15609758,Geoghegan,1
45,1,550,2541,97623.42,111257.59,15769703,West,1
41,1,836,5747,156036.19,150302.84,15751131,Moss,0
27,1,627,8527,105887.04,62092.9,15768945,Chibueze,0
37,2,644,9567,104217.96,117271.8,15743193,Olson,1
39,2,587,3743,7103.71,101851.8,15698031,Romano,0
36,2,630,7499,134407.93,126598.99,15659031,Mordvinova,0
35,2,763,3525,104706.29,115651.6,15700383,Uvarova,0
41,2,732,21,170886.17,0.0,15577657,McDonald,0
25,1,503,1916,192841.13,0.0,15769051,Shaw,0
46,1,595,6572,73489.15,0.0,15747534,Torkelson,1
67,3,663,9019,72318.77,0.0,15680611,Rose,0
74,1,841,2013,60830.38,108131.53,15780124,Blair,0
64,2,531,5406,60721.4,175754.87,15592707,Dolgorukova,0
33,1,534,1296,199336.63,151233.62,15737748,McWilliam,0
37,2,776,3746,196079.32,93124.04,15808334,Mackay,0
38,1,700,592,1299.75,134811.3,15604044,Mitchell,0
23,1,572,1407,67040.12,126873.52,15629617,Cook,0
30,1,514,222,125010.24,0.0,15787155,Yang,0
43,1,626,5618,130442.08,137638.69,15797329,Muir,1
47,2,590,6249,171774.5,0.0,15672185,Liu,0
47,1,682,4419,144290.97,134032.01,15644356,Prokhorova,0
32,1,456,859,135399.21,147506.25,15686137,Barry,0
38,2,533,1784,152956.33,135289.33,15693381,Tipton,0
32,1,625,7260,134794.02,106957.28,15718921,Ho,0
34,1,528,6857,176763.27,125566.9,15670889,Nwachukwu,0
51,2,624,1955,172372.63,174397.21,15600734,Townsend,0
59,1,584,1747,130260.11,0.0,15765694,Bage,1
39,1,615,3133,108152.75,133707.09,15619407,Buckley,0
21,2,555,8037,103901.35,0.0,15807221,Weaver,0
50,4,500,8851,83866.35,0.0,15590201,Fiorentini,1
43,2,838,995,145765.83,123105.88,15623521,Sozonov,0
41,2,507,6109,138536.09,58820.32,15761076,Lei,0
24,1,591,731,25310.82,147360.0,15812750,Ozioma,0
44,2,662,6975,175314.87,0.0,15715643,Ijendu,0
43,2,743,6274,93228.86,161807.18,15576935,Ampt,1
53,1,604,6752,48201.64,121389.78,15735636,Toscano,1
37,1,777,3510,126837.72,0.0,15729958,Wilkinson,0
42,1,695,3534,72172.13,0.0,15808557,Mancini,1
39,2,666,2514,102999.33,0.0,15755825,McGuirk,0
34,2,831,5437,165840.94,0.0,15811200,Ts'ao,0
31,2,470,3626,103792.53,55732.92,15781678,Pisani,0
33,1,608,466,68777.26,89968.69,15726032,Enyinnaya,0
38,2,812,6756,174822.74,127117.8,15683483,Fleming,0
92,2,705,6760,34436.83,126076.24,15660878,T'ien,0
39,2,427,7992,28368.37,0.0,15787710,Tikhonov,0
28,2,586,158,92067.35,0.0,15623595,Clayton,0
47,1,535,3961,145986.35,160729.1,15616811,MacDonald,0
35,2,753,8833,106303.4,0.0,15765345,Wood,0
25,2,617,5471,115387.4,102585.88,15736124,Thompson,0
32,2,514,186,95857.18,0.0,15654506,Chang,0
39,2,725,1003,184023.54,50880.98,15633897,Owen,0
26,2,644,9509,138775.69,96659.64,15618950,Lo Duca,0
42,2,586,5624,123410.23,0.0,15696812,Lazareva,0
52,1,605,401,108887.44,63349.75,15690452,Tung,0
27,1,558,6241,183271.15,152283.39,15626507,Chukwubuikem,0
38,2,657,8941,185827.74,0.0,15658148,Udokamma,0
18,2,677,9933,114858.9,134796.87,15813451,Fleetwood-Smith,0
30,2,502,7343,66263.87,0.0,15730360,Mackenzie,0
64,1,595,9833,89935.73,105736.32,15814690,Chukwujekwu,1
36,1,613,8467,83343.73,131307.11,15772383,Toscani,0
37,1,705,8757,36320.87,109974.22,15784923,Chimezie,1
34,2,686,7959,88837.11,146178.13,15802483,Hancock,0
32,1,548,1251,155165.61,175214.71,15702789,Carter,0
41,2,619,3144,114323.66,142015.76,15722061,Allen,0
35,2,606,7431,186778.89,135984.15,15754578,Okeke,0
51,1,614,60,46775.28,40685.92,15804771,Velazquez,0
59,2,666,7856,188782.3,152614.51,15663808,Ifesinachi,0
21,1,731,1114,106663.46,132312.06,15648800,Paterson,1
33,1,680,3058,134960.98,123082.08,15598840,Moretti,0
30,2,710,9570,19500.1,0.0,15643523,Power,0
62,1,593,1329,24765.53,118233.81,15574331,Alexeeva,1
36,2,807,4996,147007.33,0.0,15583480,Morgan,0
29,2,640,6683,141453.62,197200.04,15680683,Simmons,0
36,2,743,2073,190911.02,0.0,15711015,Hammonds,0
41,1,788,4794,25571.37,0.0,15787322,Yeh,0
43,1,735,6830,73069.59,127806.91,15601351,Moroney,0
44,1,497,9630,79691.4,121250.04,15601977,Burgoyne,0
40,2,516,8219,33266.29,0.0,15634792,Weston,0
44,4,629,7568,117572.59,0.0,15750545,Chidiebere,1
44,3,555,5923,60533.96,105770.7,15786196,Han,1
54,2,639,1551,53843.71,0.0,15599552,Conway,0
71,1,650,1010,175380.77,0.0,15750765,Sanders,0
29,1,744,3756,82422.97,0.0,15620030,Jamieson,0
40,2,565,8682,129956.13,0.0,15746338,Onyekachukwu,0
28,2,619,9343,53394.12,0.0,15694321,Su,0
34,1,574,8010,165626.6,112572.39,15793803,Robinson,0
34,1,720,3861,9398.45,110717.38,15605666,Peyser,0
39,2,648,3149,153955.38,130694.89,15810075,Fang,1
62,2,612,2520,192892.05,167026.61,15690231,K'ung,0
33,1,776,3128,129525.5,115130.34,15721007,Charlton,1
47,1,686,9085,32080.69,0.0,15593499,Stevens,1
40,1,654,5317,173617.09,105683.63,15780386,Ferri,0
43,1,676,1196,55119.53,0.0,15578866,Hughes,0
33,2,667,9051,683.37,124573.33,15760988,Liu,0
45,2,518,880,73418.29,105525.65,15697497,She,0
36,2,700,6990,130789.15,0.0,15811877,Shao,0
32,1,710,2488,94790.34,0.0,15651140,Doherty,0
40,2,528,2841,25399.7,0.0,15714057,Windradyne,0
60,2,748,4330,78194.37,0.0,15753362,Evdokimov,0
42,1,663,2931,19862.78,115930.87,15573452,Manning,0
43,2,743,6425,113079.19,0.0,15782608,Huang,1
38,1,753,2486,33730.43,142263.45,15659501,Chioke,0
34,1,542,5748,144725.14,108653.93,15688128,Loggia,0
45,1,643,884,60917.24,45144.43,15743007,Seabrook,1
47,2,734,4915,138835.91,91522.04,15679062,Morrison,0
30,2,522,6211,145490.85,0.0,15592197,Simmons,0
34,2,662,9579,55120.79,117731.79,15810891,Lorenzo,0
31,2,603,212,169915.02,0.0,15624592,Tan,0
48,2,550,2276,191870.28,0.0,15579208,Chikezie,0
29,2,706,2329,18255.51,0.0,15664204,Meany,0
45,1,628,4951,115022.94,53667.44,15771383,Loggia,0
35,1,430,3320,2923.61,118894.22,15567114,McGarry,0
46,1,516,9835,171681.86,62212.29,15799358,Vincent,1
51,1,653,4608,170426.65,0.0,15734524,Wang,1
56,1,504,1439,55857.48,104217.3,15574068,Norman,1
38,3,816,468,71905.77,130878.75,15593782,Brookes,1
32,1,850,5467,159403.68,137714.25,15611848,Kwemtochukwu,0
43,2,850,3330,2465.8,0.0,15684925,Vicars,0
37,3,709,5829,71738.56,0.0,15684419,Wallace,0
38,2,602,8608,137111.89,71667.97,15643215,Jen,0
62,1,445,697,76569.64,64119.38,15727299,Edgar,1
31,1,507,7268,150037.19,111589.67,15724851,Farmer,0
43,1,818,9145,78941.59,105301.5,15731463,Gboliwe,0
42,1,744,8181,83022.92,112419.92,15643378,Muir,0
36,1,526,9939,58111.71,91132.18,15593496,Korovin,0
54,1,675,1315,149583.67,0.0,15644833,Duncan,1
61,2,676,2302,118522.73,0.0,15757577,Odili,0
64,1,579,2040,164083.72,145215.43,15595831,Shen,0
37,2,806,7109,75232.02,137794.18,15594812,Campbell,0
21,2,701,3667,26327.42,0.0,15725068,Quinn,0
35,1,569,915,193793.78,124525.52,15710404,Chinwendu,0
34,2,476,13,26260.98,0.0,15632264,Kay,0
38,1,591,8584,119638.85,142289.28,15715888,Allardyce,0
37,2,746,6428,143194.05,0.0,15668943,Henderson,0
34,2,838,1537,27472.07,0.0,15794014,Schofield,0
67,1,816,737,72814.31,151858.98,15794278,Romani,0
49,1,718,8202,11144.4,82321.88,15614936,Mancini,0
43,1,774,8653,108804.28,110646.54,15787204,Howe,0
44,1,590,454,62222.81,139432.37,15668444,He,0
46,1,720,4346,133516.51,97042.6,15584536,Barber,1
38,1,639,928,149599.62,130170.82,15633461,Pai,0
24,2,563,6292,16319.56,0.0,15779886,Munson,0
40,1,567,8282,95140.62,28649.64,15598485,Pinto,0
35,1,621,8723,143.34,87619.29,15718667,T'ien,0
22,2,798,6474,107615.43,0.0,15595557,Li,0
33,1,804,38,98453.45,76548.6,15729599,Lorenzo,0
51,1,631,5771,171587.9,100654.8,15694381,Lloyd,0
30,1,756,2555,7554.68,145127.85,15739357,Moss,0
43,1,736,7633,72375.03,202443.47,15620570,Sinnett,0
42,2,772,9999,92888.52,75075.31,15682355,Sabbatini,1
36,2,732,6621,161428.25,0.0,15751297,Wilson,0
35,1,710,941,127951.81,106518.52,15754084,Palazzi,0
40,1,453,7399,120373.84,111524.49,15577771,Akabueze,1
35,2,819,6129,3385.04,0.0,15672016,Sabbatini,0
38,1,584,9830,173632.92,115341.55,15724200,Cheng,0
39,2,625,2681,32615.21,0.0,15813532,Burns,0
45,1,558,4355,131807.14,0.0,15612893,Nelson,0
58,2,680,3059,65708.5,0.0,15744279,Patterson,0
38,2,744,7881,20940.76,0.0,15612418,Virgo,0
46,2,725,739,161767.38,0.0,15661036,Davis,0
62,3,564,539,18260.98,114931.35,15794142,Ferreira,1
32,2,527,3326,44099.75,0.0,15711468,Tennant,0
39,1,636,4240,184691.77,118336.14,15756481,Garcia,0
27,2,684,1401,137835.82,122550.05,15670481,Woods,0
37,2,650,4047,17974.08,0.0,15806403,Hu,0
51,4,698,5138,157143.61,144237.91,15601594,Ifeanacho,1
34,2,592,4230,20460.2,0.0,15808326,Maslov,0
36,1,679,4192,188997.08,97234.58,15715597,Onyemauchechi,0
35,2,494,9143,183752.91,112727.06,15663312,Marino,0
28,2,717,5539,40437.67,82498.14,15687094,Calabresi,0
31,2,751,2693,17550.49,0.0,15736274,Prokhorova,0
42,1,680,5341,136377.21,0.0,15612667,Bird,0
53,1,635,9918,123646.57,117005.55,15755731,Davis,1
29,1,576,7671,126469.09,108541.04,15711759,Wilkins,0
43,1,673,9174,6009.27,127132.96,15653572,Thornton,1
49,1,818,1808,192298.84,0.0,15605037,Ting,1
26,2,642,5112,117060.2,138023.79,15742886,Ford,0
30,1,666,3990,163625.56,109805.3,15714256,Gerasimov,0
29,2,842,3456,123437.05,0.0,15580988,Odell,0
22,2,539,2908,38772.65,100885.93,15727311,Yen,0
46,1,600,6652,19842.18,95502.21,15803941,Seleznev,0
36,1,725,8288,102747.02,118851.05,15682467,Chimezie,0
20,2,670,6245,119759.24,0.0,15725302,Streeton,0
48,2,723,2698,150694.58,0.0,15699450,Li,0
40,1,480,4017,79329.7,148790.61,15789753,Millar,0
43,2,559,4340,196645.87,0.0,15605293,McKay,0
34,2,522,4646,3894.34,0.0,15782144,Gilroy,0
41,1,724,7740,115753.94,0.0,15689952,Zuyeva,0
53,1,600,7092,93629.66,106261.63,15763108,Davis,1
30,2,602,4693,102135.92,113672.18,15787848,Chinedum,0
23,2,715,1740,65057.71,139224.92,15730639,Fiorentino,0
47,1,516,5407,121365.45,109387.33,15593954,Eva,0
41,1,422,4589,11663.09,153238.88,15761720,Mead,0
26,1,736,3126,165692.03,135889.13,15685346,Chu,0
44,2,744,2158,189016.14,0.0,15750649,Uwakwe,0
33,1,717,5334,194467.23,99106.73,15784445,Huang,0
46,1,601,8637,32683.88,99786.07,15582892,Scott,1
45,1,770,1826,26163.74,110765.68,15678727,Tan,1
41,3,670,4231,81602.02,0.0,15566660,Cole,0
31,1,671,3488,102681.32,41299.03,15734044,Black,0
35,2,732,9054,90876.95,0.0,15604551,Robb,0
54,2,714,9769,51308.54,137986.58,15644994,Ko,1
67,1,729,3648,102391.06,94203.8,15624775,Onyeoruru,0
40,2,694,5903,40463.03,0.0,15586504,Trevisani,0
32,2,606,6386,59061.25,106301.85,15706810,Zuyeva,0
38,2,729,5639,45779.9,0.0,15576774,Stevenson,0
41,1,652,6424,188905.43,115144.68,15600720,Moore,0
51,1,648,7827,4121.04,116574.84,15647838,Davison,1
35,1,777,7744,76169.68,122917.69,15741643,Chiang,0
41,1,849,3013,103174.5,115465.28,15739160,Mahon,0
39,1,405,7672,160810.85,0.0,15615296,Rice,1
43,2,569,9549,52534.81,0.0,15758513,McDonald,0
32,2,683,9978,24991.92,0.0,15579969,Mancini,0
28,2,468,3081,170661.02,0.0,15694288,Cawthorne,0
43,2,554,3521,149629.13,0.0,15569248,Milanesi,1
35,1,540,4979,84239.46,127801.88,15758939,Bray,0
32,2,547,7620,132002.83,0.0,15758477,Tobeolisa,0
24,2,615,4348,179488.41,108528.07,15645271,Radcliffe-Brown,1
33,1,663,8441,36864.05,96769.04,15781127,Giordano,0
30,1,643,1347,165614.4,94443.77,15777826,Wofford,0
35,1,675,7088,35177.31,155621.08,15615832,Teague,0
43,1,701,8948,37266.43,160416.56,15674110,Walton,0
61,1,521,5652,109356.53,125193.96,15766272,Folliero,0
30,1,569,8082,44114.88,106629.49,15757895,Martin,0
35,2,702,1792,54689.16,14262.8,15776467,De Salis,0
32,2,503,7429,157921.25,100262.88,15750055,Onio,0
45,2,821,9580,131778.58,135827.33,15640407,Chidiegwu,0
38,1,764,9960,91094.46,113607.47,15677783,Graham,0
38,2,538,2271,28226.15,88758.95,15622217,Tu,1
39,1,800,9767,13906.34,95252.72,15795511,Vasiliev,0
46,1,577,2956,158750.53,0.0,15807481,Peng,0
46,2,597,3444,58667.16,0.0,15606755,Moretti,1
41,1,543,7736,192070.16,143350.41,15774936,Liang,1
37,2,634,834,167032.49,111432.77,15625881,Koehler,0
27,1,613,6499,199104.52,125167.74,15770405,Warlow-Davies,0
49,1,584,2992,113860.81,172713.44,15699284,Johnson,0
40,2,590,7793,62933.03,0.0,15613197,Ugochukwutubelum,0
38,1,668,2151,37094.75,86977.96,15771211,Perkins,0
44,2,680,4023,33391.38,129974.79,15811290,Komarova,0
37,2,749,7615,20306.79,0.0,15725002,Smith,0
33,2,465,6124,95500.98,0.0,15714493,Francis,0
24,2,688,3339,102195.16,0.0,15739223,Pai,0
54,1,549,4344,2619.64,92877.33,15654577,Alexeeva,1
70,3,850,4464,62282.99,96947.58,15778975,Nnonso,1
39,1,815,2376,85167.88,0.0,15764618,Tseng,0
39,2,727,9044,180962.32,80615.46,15801920,Christian,0
35,3,569,5571,109393.19,109196.66,15645847,P'eng,1
49,2,678,8599,102472.9,0.0,15624424,Palerma,0
48,2,559,8504,137961.41,0.0,15794101,Barese,0
43,2,809,8880,132908.07,0.0,15774277,Chiu,0
39,1,667,1887,41183.02,167557.12,15566958,Li Fonti,0
34,2,590,1198,171021.44,0.0,15813444,McIntosh,0
45,1,743,6427,125424.42,157332.26,15749123,Sokolova,0
48,1,657,8911,101314.65,143595.87,15744873,Wright,1
